area_sqft,num_bedrooms,num_bathrooms,age_years,distance_to_city_km,school_rating,parking_spaces,owner_lucky_number,wall_paint_color_code,survey_respondent_id,random_noise_feature,price_lakhs
1624.4,1,4,36.78,3.48,2.94,0,36,2,332.3,0.381,82.21
2090.1,3,3,19.88,14.73,7.1,0,79,6,446.2,-0.136,124.46
1843.1,2,4,39.69,5.1,6.47,2,92,5,373.9,0.618,96.1
1436.0,4,4,34.06,30.95,3.66,3,57,19,601.5,1.509,52.94
1492.4,5,2,8.34,8.04,2.23,1,49,4,512.1,-0.24,103.42
1099.0,1,1,37.22,1.08,6.86,3,45,17,397.8,-1.67,63.95
1492.6,5,1,4.65,9.02,7.65,0,82,11,649.4,0.744,119.72
1384.5,2,1,32.7,3.15,3.84,3,66,4,538.2,-0.833,77.95
1629.1,5,1,15.22,9.28,6.8,3,77,13,223.1,-0.143,105.25
1169.1,1,4,35.12,0.58,4.56,1,45,17,638.0,0.787,70.98
1707.7,2,3,34.72,1.54,7.42,2,79,9,527.7,0.297,94.2
2113.1,5,3,32.24,15.49,2.79,2,20,4,708.6,-0.102,111.92
1456.5,4,2,31.6,2.06,9.01,3,64,14,518.6,-0.576,90.55
1660.7,2,2,12.19,14.51,3.59,3,93,19,381.2,-2.9,102.56
1776.1,2,4,3.24,2.62,4.31,2,93,3,469.4,0.698,125.39
1339.5,4,3,16.12,8.24,1.52,2,67,14,620.6,-0.253,82.71
1589.6,3,3,6.94,9.48,2.0,1,83,8,384.4,1.513,103.97
1505.0,1,1,27.8,5.75,5.64,0,3,1,434.0,0.398,82.66
1539.1,3,4,13.84,2.91,3.41,3,54,10,466.7,-0.541,116.34
1190.8,5,4,39.02,1.91,8.52,2,78,18,327.6,1.067,99.33
1509.8,4,1,25.64,0.5,1.13,3,64,16,386.6,1.151,91.63
1699.2,3,4,32.9,2.9,4.41,3,40,8,525.9,-0.219,93.21
2080.5,2,4,5.3,8.47,4.04,2,59,1,680.4,1.194,123.42
1883.7,5,2,34.48,22.28,1.17,1,55,12,547.6,-0.555,76.63
2361.3,5,3,36.91,16.4,2.12,3,62,8,493.1,0.16,119.15
1193.1,3,4,19.48,11.62,4.72,1,4,16,375.3,0.571,72.87
1848.9,3,2,24.25,12.43,5.44,2,60,18,664.3,0.785,97.34
1573.3,4,3,30.59,8.75,4.64,0,75,4,565.0,0.622,102.19
2375.9,1,1,6.99,2.41,5.78,0,95,6,394.0,-0.333,137.58
1176.7,3,2,20.1,19.02,6.36,3,96,12,634.8,1.094,64.76
1164.1,3,2,15.95,8.89,1.09,2,91,9,583.9,-0.124,75.39
1260.2,2,3,5.85,6.58,5.18,1,30,15,378.0,-0.569,91.39
650.4,5,1,14.7,0.94,9.67,3,2,16,484.8,-0.554,71.84
1289.7,1,2,2.73,4.74,5.67,2,62,12,426.1,1.94,103.35
1196.3,2,4,1.03,4.93,7.1,2,49,14,895.0,-0.742,96.95
1560.2,4,4,5.41,15.99,3.81,1,9,13,579.8,1.292,100.75
1636.7,4,4,38.52,6.33,7.97,3,92,2,528.0,-1.135,100.64
2250.5,3,1,21.98,3.83,7.96,2,31,3,570.9,0.488,135.71
1880.2,3,2,38.63,30.11,5.69,2,98,10,706.9,0.297,53.88
1269.2,4,4,17.3,0.94,9.78,2,61,9,487.5,1.621,108.02
1140.6,3,1,12.47,4.39,2.13,1,79,8,411.5,-0.654,83.94
1696.8,1,4,20.25,0.5,1.15,3,48,10,626.6,-0.931,108.41
971.9,3,3,17.58,10.77,7.93,3,25,19,473.8,-0.117,69.82
2232.6,5,2,4.23,20.02,8.26,3,36,3,339.5,1.665,147.49
1971.8,3,2,25.63,2.63,2.08,3,8,5,310.3,-0.884,102.45
1312.3,2,1,8.64,15.63,3.39,0,73,3,729.4,-2.588,68.92
814.7,1,1,24.78,2.76,1.16,0,58,16,519.7,0.06,39.41
2041.5,2,2,26.01,19.33,3.64,3,45,17,411.6,0.95,94.57
1454.2,2,4,6.08,11.22,7.96,1,62,15,464.8,-1.014,112.34
1995.1,5,4,2.45,13.07,5.66,0,39,3,621.1,0.848,134.11
862.2,1,3,31.23,0.5,4.13,2,96,12,456.0,-1.036,54.89
1260.2,1,4,18.39,26.33,4.35,0,58,9,282.6,-0.147,63.23
1502.1,1,1,2.33,10.38,1.01,2,81,12,548.9,0.753,78.53
1518.8,1,1,39.79,2.91,3.7,3,99,15,681.3,-1.187,71.44
1320.0,1,4,2.31,14.15,6.82,0,83,2,671.2,0.182,98.6
1749.1,5,1,27.8,2.64,9.77,1,64,18,416.1,1.215,121.71
1073.0,3,2,39.35,16.49,8.62,0,44,12,690.4,0.474,50.29
1443.0,2,2,9.57,0.96,1.21,0,29,4,531.9,-0.721,77.76
1548.1,1,4,5.69,9.73,9.09,0,59,16,686.2,1.519,111.21
1705.8,3,2,4.86,6.22,8.05,3,71,16,586.1,0.658,111.52
1784.6,3,2,12.13,0.81,8.02,1,92,1,271.8,-1.86,123.27
1050.1,2,3,4.04,2.22,5.12,0,9,2,762.0,0.864,96.52
886.4,5,3,27.69,0.5,4.58,1,92,3,507.8,-0.571,77.12
2011.1,4,2,2.49,5.06,3.73,3,6,17,586.5,0.197,117.26
1632.9,4,4,20.38,2.87,1.59,2,29,1,298.4,1.008,103.61
1200.6,3,3,39.87,7.3,3.05,0,58,6,575.8,-0.55,55.09
2120.5,2,1,32.56,2.82,3.22,1,17,15,665.4,-1.646,94.03
1546.3,4,1,24.61,2.85,5.36,1,16,14,790.3,1.506,99.13
1971.7,3,1,12.25,10.88,7.73,3,87,15,710.1,1.165,118.25
1527.0,5,4,24.96,0.5,5.26,0,95,14,583.1,-0.087,101.88
2324.3,4,2,21.08,18.66,1.52,2,3,5,268.3,0.853,111.8
2202.1,3,1,17.04,15.3,9.62,1,21,6,519.8,-0.369,120.78
1400.4,3,4,5.23,8.82,9.48,0,64,17,411.1,0.097,111.62
1888.6,1,3,35.46,7.2,8.07,2,90,11,535.2,-0.144,96.42
1758.2,5,2,17.99,17.83,9.92,1,36,16,317.6,-0.329,107.21
2047.5,1,3,7.78,1.64,5.9,1,86,12,468.5,0.359,137.7
1114.0,2,4,14.71,0.66,9.66,2,62,15,422.4,-1.208,108.16
1774.4,1,1,16.57,2.19,1.68,2,42,4,417.8,-0.252,82.82
1923.4,1,1,33.1,12.66,4.29,3,76,18,419.3,0.314,92.35
796.5,4,4,29.34,0.5,3.03,0,42,3,479.6,1.838,71.78
1026.7,3,1,30.77,6.99,2.76,0,61,8,542.9,-1.168,64.96
684.3,5,2,0.44,43.12,2.27,3,13,3,125.2,0.521,37.24
1392.2,1,4,16.65,15.49,6.6,1,11,8,143.5,0.63,73.34
1787.0,5,3,19.25,5.9,8.03,2,54,18,449.2,-1.877,128.75
2100.9,1,4,0.77,0.53,6.2,2,16,10,470.3,0.411,136.31
1529.6,2,2,10.39,14.24,2.32,2,8,17,528.4,0.88,81.32
2151.4,1,2,30.41,7.31,8.3,1,59,8,390.8,0.589,117.06
948.0,4,4,5.48,0.98,6.72,2,57,11,501.4,-0.084,91.57
818.6,3,4,21.41,0.79,4.49,2,40,5,519.0,0.333,61.7
1477.8,2,1,8.61,19.23,7.07,3,59,13,389.8,0.17,92.55
1653.6,1,2,0.48,8.85,3.34,1,2,5,652.0,-1.689,116.38
1486.9,5,4,9.65,14.14,4.11,0,94,13,526.5,0.193,108.25
673.0,2,4,39.03,16.89,9.26,3,94,6,582.0,-0.367,48.28
1464.4,2,2,32.06,6.78,3.61,3,76,5,510.3,-0.705,84.45
978.2,1,4,38.38,5.83,5.23,0,10,9,815.6,2.485,56.68
1767.9,2,1,19.51,4.5,9.01,3,44,16,589.5,1.253,117.82
1646.6,5,2,4.39,3.05,7.37,1,11,2,426.8,-1.15,134.45
1124.0,2,1,21.92,4.56,1.56,2,79,1,623.1,0.347,52.28
1294.5,5,1,18.18,11.89,2.33,1,80,8,254.4,1.458,77.54
1076.3,1,1,33.77,7.37,1.07,0,81,19,517.9,-1.496,40.64
1474.9,3,1,3.92,17.84,6.68,0,90,11,547.9,0.077,92.63
1882.1,2,2,19.53,4.69,5.03,3,2,12,519.7,0.124,107.59
1105.7,3,1,6.0,7.47,2.21,1,50,12,449.9,-1.274,79.52
1701.6,5,1,12.99,7.98,9.62,1,12,7,348.2,0.38,114.41
1287.9,2,4,29.49,7.17,5.77,0,90,13,381.6,1.116,71.42
1182.9,4,2,19.04,9.7,3.18,1,23,8,515.3,1.508,68.43
1457.2,3,2,15.04,2.17,5.51,0,18,9,333.0,-0.249,105.63
1085.9,2,3,15.78,5.75,7.12,1,62,7,765.5,2.502,81.72
1278.5,3,2,18.38,0.88,1.69,1,96,15,103.9,-2.058,77.59
1020.8,2,2,31.4,3.88,3.47,1,62,2,451.5,0.356,54.24
2285.9,1,3,35.68,5.35,8.26,0,38,12,516.6,-1.412,118.62
1514.1,3,2,38.21,8.45,5.14,3,67,1,576.1,0.09,92.09
1220.1,4,2,31.48,24.05,5.92,1,38,8,362.6,-0.522,46.57
1585.6,4,2,12.62,7.34,4.9,0,67,5,670.1,0.507,107.82
1455.1,5,2,27.53,10.89,1.4,0,94,15,290.9,-0.127,78.94
1411.6,2,3,17.5,5.65,2.49,1,61,1,415.1,-0.826,76.57
1745.7,3,2,10.19,8.04,5.01,1,1,1,593.1,-0.76,121.02
1803.0,5,2,33.63,0.59,2.88,3,94,10,656.0,1.932,109.5
1287.8,3,3,1.54,2.35,1.45,0,45,10,289.4,0.444,89.6
1269.7,2,4,36.07,3.59,8.59,0,96,15,896.8,-1.702,65.73
1390.0,4,1,18.46,5.12,9.83,2,28,17,365.4,0.551,106.26
579.2,1,4,25.49,0.5,8.14,0,21,6,303.2,-0.195,56.71
893.9,4,3,26.37,1.21,8.68,3,13,3,575.4,0.005,74.56
2046.7,5,1,35.8,2.59,3.18,2,27,13,447.8,0.82,101.1
2158.0,1,3,25.47,28.47,9.65,2,7,16,425.6,1.183,108.78
1400.4,5,3,24.56,3.22,2.77,2,22,8,589.3,-0.859,76.21
1730.6,2,2,2.67,5.26,9.56,1,74,15,270.9,-0.03,128.38
1624.5,1,1,20.74,1.75,9.95,1,53,17,244.7,-0.546,104.68
2731.6,5,2,6.01,7.55,7.41,0,79,17,410.4,0.597,172.5
1947.8,2,1,29.5,2.64,9.83,2,79,13,661.7,-0.232,114.68
1448.8,4,3,20.49,1.86,6.13,3,4,17,416.9,0.029,107.73
1117.8,2,3,27.21,5.81,3.34,1,96,6,739.9,-0.27,58.63
857.4,3,4,1.67,0.5,4.93,3,23,17,680.2,-0.106,90.84
1581.4,2,1,3.39,0.5,6.34,3,70,16,542.4,1.705,120.37
1197.5,2,2,28.65,1.98,1.66,1,88,14,551.0,2.391,66.14
931.1,3,4,2.88,0.5,6.6,1,84,13,542.3,0.377,97.99
1241.4,5,4,2.85,0.91,9.83,1,84,6,524.0,-0.1,115.53
1067.4,5,4,0.48,3.31,2.71,1,76,3,445.1,-1.596,91.86
2174.9,2,2,38.26,12.98,8.13,2,33,14,462.5,-0.76,102.13
1852.7,3,4,29.5,6.79,9.17,2,28,14,339.5,-0.127,113.82
1496.8,3,2,14.13,5.75,9.49,2,8,15,168.5,-0.715,120.93
2092.0,4,4,11.86,2.78,9.64,2,1,8,665.6,-0.61,146.86
1530.9,5,2,13.99,21.48,5.69,0,37,15,523.6,1.575,79.36
1155.5,1,3,30.99,4.05,9.8,2,63,13,500.9,0.029,83.88
2109.2,5,3,26.45,0.73,7.82,1,22,17,559.8,0.118,146.96
1715.6,5,3,7.41,7.68,2.46,3,70,3,375.7,-0.674,105.37
1085.1,4,3,6.96,0.97,5.29,2,21,6,349.8,1.178,113.11
1423.9,1,3,3.94,3.39,7.46,0,96,5,457.4,-0.213,108.68
1149.8,4,4,26.41,5.66,3.23,1,35,17,705.2,-0.521,83.31
946.9,1,4,30.57,16.59,6.77,3,79,2,324.7,-1.581,64.36
